Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,T4_fc,T4_padj,arabi-defline
Bradi1g31460,0.495653708,0.019943338,0.318790923,0.096295828,0.340174556,0.853563592,-0.33410128,0.796592842,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
Bradi1g31470,-0.435892544,0.515231501,-0.45740676,0.260437367,-0.177530158,0.995860336,-0.06461693,0.999968509,F-box and associated interaction domains-containing protein
Bradi1g31486,NA,NA,NA,NA,NA,NA,NA,NA,F-box and associated interaction domains-containing protein
Bradi1g31491,NA,NA,NA,NA,NA,NA,NA,NA,F-box family protein
Bradi1g31494,NA,NA,NA,NA,NA,NA,NA,NA,RING/U-box superfamily protein
Bradi1g31502,NA,NA,NA,NA,NA,NA,NA,NA,RING/U-box superfamily protein
Bradi1g31510,-0.66080862,0.807045475,-0.216408684,NA,-0.655822532,0.995860336,0.080384251,0.999968509,Eukaryotic protein of unknown function (DUF872)
Bradi1g31520,-0.395179663,0.632739944,-0.479299988,0.034716608,0.349253028,0.995860336,0.411888352,0.901939933,NA
Bradi1g31530,-2.946053452,0.056104026,-0.072213104,0.953075602,-0.01220498,0.995860336,0.08330472,0.999968509,Auxin efflux carrier family protein
Bradi1g31538,0.168411577,0.768068603,-0.363740046,0.377496118,-0.162085008,0.995860336,-0.082874828,0.999968509,Protein of unknown function (DUF594)
Bradi1g31547,-0.349737094,0.50008921,-0.208089808,0.503001384,-0.051180466,0.995860336,-0.163276247,0.999968509,NA
Bradi1g31560,0.629471874,0.78191533,0.663582422,NA,0.161611853,0.995860336,0.143864781,NA,NA
Bradi1g31570,0.346428161,0.189960739,0.464625871,0.001519497,0.196664656,0.995860336,-0.109214229,0.999968509,ubiquitin-conjugating enzyme 22
Bradi1g31580,0.269734991,0.285505853,0.208348784,0.255488276,0.157428827,0.995860336,-0.149732932,0.999968509,ubiquitin-conjugating enzyme 22
Bradi1g31600,0.456567405,0.021934249,0.124165826,0.557776757,0.153993168,0.995860336,0.080953306,0.999968509,STRUBBELIG-receptor family 1
Bradi1g31605,-0.793207779,NA,0.107734432,NA,-1.75468197,0.995860336,3.686554195,NA,NA
Bradi1g31610,NA,NA,-0.653405863,NA,0.584904004,0.995860336,NA,NA,NA
Bradi1g31611,-0.598127589,0.724612672,-0.203942885,NA,0.755473461,0.995860336,-0.012422108,0.999968509,NA
Bradi1g31612,-1.52482702,NA,-1.791924883,NA,-0.350521398,0.995860336,-0.259607141,0.999968509,NA
Bradi1g31613,NA,NA,NA,NA,NA,NA,NA,NA,RING/FYVE/PHD zinc finger superfamily protein
Bradi1g31614,0.176808385,NA,-2.902861048,NA,1.777824638,0.995860336,0.638213528,NA,NA
Bradi1g31615,-0.793207779,NA,1.084101177,NA,-2.583007208,0.995860336,2.3352972,NA,NA
Bradi1g31617,0.148633914,0.825399315,0.023095533,0.943385301,0.173068847,0.995860336,-0.437764702,0.65633474,ENTH/ANTH/VHS superfamily protein
Bradi1g31630,-0.595815806,0.394591212,0.233658916,0.478831357,0.243206067,0.995860336,0.198093692,0.999968509,NA
Bradi1g31640,-0.13599802,0.870362217,0.233461302,0.532907166,0.408606532,0.934197497,0.028930697,0.999968509,CSL zinc finger domain-containing protein
Bradi1g31650,-0.116554102,0.775354327,-0.090129798,0.689359877,-0.34042472,0.818625602,0.187622842,0.984178381,Ypt/Rab-GAP domain of gyp1p superfamily protein
Bradi1g31656,-0.050195621,0.95268266,-0.452979944,0.178170038,-0.236554751,0.995860336,0.049133519,0.999968509,NA
Bradi1g31660,-0.096106139,0.839127742,0.063723903,0.833577504,0.310160488,0.995860336,0.195944243,0.999968509,NA
Bradi1g31670,-0.613543122,0.313526597,0.189182479,0.566883223,-0.260837955,0.995860336,-0.299486396,0.999968509,cryptochrome 3
Bradi1g31680,0.141692039,0.773624793,0.233190022,0.150817183,-0.047947059,0.995860336,-0.026715076,0.999968509,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Bradi1g31690,0.239486623,0.522594034,0.144618212,0.508858769,0.176689177,0.995860336,0.0032458,0.999968509,vacuolar ATP synthase subunit A
Bradi1g31695,-0.420062119,0.740994981,-0.151860851,0.751386997,0.041427816,0.995860336,-0.399206709,0.94655359,NA
Bradi1g31700,0.012260754,0.986598931,0.398895497,0.082168488,0.303029262,0.849528668,-0.640981739,0.00490241,basic leucine zipper 9
Bradi1g31710,0.247115738,0.454366365,0.290821925,0.11557747,0.38720191,0.197909121,-0.047903666,0.999968509,GTP-binding family protein
Bradi1g31721,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi1g31730,-0.374879031,0.831473908,-0.818630834,0.151817339,-0.307032422,0.995860336,-0.131310156,0.999968509,Leucine-rich repeat protein kinase family protein
Bradi1g31737,0.186099944,0.653960352,0.200225777,0.354639247,0.012622001,0.995860336,-0.088406206,0.999968509,Pseudouridine synthase family protein
Bradi1g31750,-0.061717588,0.944369707,0.177191904,0.421625071,-0.482177431,0.995860336,-0.135361194,0.999968509,Protein kinase superfamily protein
Bradi1g31760,0.300626721,0.556343082,-0.465582572,0.335290016,0.004822753,0.998231596,-0.370471365,0.729473208,glutamine-rich protein 23
Bradi1g31763,0.247785,NA,-1.749754207,NA,0.652623546,0.995860336,-0.938274979,NA,NA
Bradi1g31765,2.977538774,NA,-0.40561504,NA,-4.03080984,0.966492319,0.077666901,NA,Cysteine proteinases superfamily protein
Bradi1g31767,0.05050886,0.946119748,0.123403675,0.671077864,-0.198492985,0.995860336,0.138192721,0.999968509,endonuclease V family protein
Bradi1g31780,-0.873941026,0.027863534,-0.047328552,0.838014611,0.038849093,0.995860336,-0.427413676,0.705639191,FK506-binding protein 13
Bradi1g31800,-0.061334468,0.941040618,0.014698247,0.947043882,0.017095255,0.995860336,0.288498947,0.999968509,Protein kinase superfamily protein
Bradi1g31810,-0.162296182,0.791399521,-0.0757696,0.718532575,0.203609385,0.995860336,-0.248337325,0.999968509,Inositol monophosphatase family protein
Bradi1g31813,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryotic aspartyl protease family protein
Bradi1g31814,-4.42317791,NA,-0.926700009,NA,-1.905082533,0.995860336,0.899268819,0.848576755,NA
Bradi1g31816,-0.120053884,0.801378095,-0.062683178,0.798072254,0.115568932,0.995860336,0.019549162,0.999968509,NA
Bradi1g31820,-0.575880766,0.279022156,-0.301373026,0.129735946,-0.378723886,0.809504899,0.36405853,0.953565848,VACUOLAR SORTING RECEPTOR 6
Bradi1g31830,0.239130894,0.525579191,0.122721132,0.411150058,0.133120721,0.995860336,-0.065982878,0.999968509,hydroxyproline-rich glycoprotein family protein
Bradi1g31837,-0.492561994,0.289009314,-0.090334651,0.757297625,-0.24577084,0.995860336,0.201544526,0.999968509,Homeodomain-like superfamily protein
Bradi1g31850,-0.108211367,0.729385225,0.149789365,0.623594825,-0.006465485,0.99615854,0.259037902,0.705639191,ALA-interacting subunit 1
Bradi1g31860,-0.04499925,0.92439209,0.341468678,0.39472399,0.348268874,0.995860336,0.363278751,0.999968509,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Bradi1g31870,0.215087915,0.948174785,0.451545855,NA,-0.472490418,0.995860336,-0.737660592,NA,O-Glycosyl hydrolases family 17 protein
Bradi1g31875,NA,NA,-0.182612368,NA,NA,NA,2.128964034,NA,NA
Bradi1g31880,-0.226699212,NA,0.138072552,NA,-0.230069789,0.995860336,1.581374896,NA,F-box family protein
Bradi1g31890,-0.497267078,0.199012602,-0.222005608,0.437333743,-0.578795973,0.686307392,0.275317439,0.980156254,allantoate amidohydrolase
Bradi1g31900,0.065784123,0.91006944,-0.11949868,0.673678732,0.13736999,0.995860336,0.394883194,0.838545059,F-box family protein
Bradi1g31910,0.265412755,0.929398548,0.089858614,NA,-0.105848808,0.995860336,-0.664549931,NA,F-box family protein
Bradi1g31920,-0.132159111,0.911741989,0.390402114,0.152970802,-0.332027969,0.995860336,-0.25738126,0.999968509,F-box family protein
Bradi1g31930,-0.273177463,0.644226492,-0.244714077,0.482412889,-0.22717332,0.995860336,-0.057187592,0.999968509,F-box family protein
Bradi1g31940,0.04778002,0.951048888,-0.410386891,0.261685942,-0.413865329,0.9684841,0.003008917,0.999968509,F-box family protein
Bradi1g31950,0.182912897,0.790749359,0.091900919,0.735662818,0.223035227,0.995860336,0.068307661,0.999968509,F-box family protein
Bradi1g31960,-3.625630826,0.309517548,-0.627216865,NA,-1.998672954,0.995860336,-0.619203091,NA,F-box and associated interaction domains-containing protein
Bradi1g31971,-1.455874273,NA,-0.632111122,NA,1.485341586,0.995860336,0.2820659,NA,disease resistance family protein / LRR family protein
Bradi1g31980,-0.154855833,0.780616158,0.105878566,0.739509764,-0.011474365,0.995860336,-0.218961368,0.924434949,F-box family protein
Bradi1g31983,-1.040969225,0.657647115,-1.204224585,NA,-1.251002487,0.958543822,-0.200231205,0.999968509,NA
Bradi1g31987,-0.095814007,0.840816941,-0.104055144,0.766765465,-0.512269117,0.686307392,0.2222709,0.966403998,copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1)
Bradi1g31992,-0.675195616,NA,0.988377778,NA,-0.283821312,0.995860336,0.500996469,NA,NA
Bradi1g31998,0.133143579,NA,-0.478575026,NA,-0.590233799,0.995860336,0.507306591,0.999968509,NA
Bradi1g32010,0.352428125,0.227125069,0.259469687,0.087200291,0.177426319,0.995860336,-0.080272573,0.999968509,fibrillarin 1
Bradi1g32020,0.22748446,0.367970247,0.256150336,0.155332875,0.230303302,0.995860336,-0.120894557,0.999968509,thioredoxin O1
Bradi1g32031,-0.438428454,NA,-1.028290999,NA,1.056995044,0.995860336,0.96418661,NA,ARM repeat superfamily protein
Bradi1g32040,-0.236904635,0.56979222,-0.288188851,0.421904097,-0.172202176,0.995860336,-0.032283194,0.999968509,ARM repeat superfamily protein
Bradi1g32045,-0.793207779,NA,NA,NA,-2.797096494,0.995860336,NA,NA,NA
Bradi1g32050,0.019704749,0.985340248,-0.172676041,0.585523387,0.023489419,0.995860336,-0.248830829,0.999968509,PLATZ transcription factor family protein
Bradi1g32060,-0.634470194,0.596850324,0.697453191,0.08619219,-0.99202444,0.932985566,0.053028328,0.999968509,VQ motif-containing protein
Bradi1g32070,NA,NA,NA,NA,NA,NA,NA,NA,GRAS family transcription factor family protein
Bradi1g32080,-1.385104377,0.426934442,-0.473896555,NA,-0.200825847,0.995860336,0.058461892,NA,RING-H2 finger A3A
Bradi1g32087,0.151080556,0.530288681,0.047287279,0.826648969,0.014907675,0.995860336,-0.019555795,0.999968509,glyceraldehyde-3-phosphate dehydrogenase of plastid 2
Bradi1g32100,-0.024654041,0.986429327,-0.370506195,0.329552675,-0.129933222,0.995860336,0.033948056,0.999968509,purine biosynthesis 4
Bradi1g32115,1.514874287,NA,0.688568183,NA,0.550458107,0.995860336,0.310270625,NA,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
Bradi1g32121,-1.497538451,NA,-0.823374549,NA,-0.162211892,0.995860336,0.015014687,NA,NA
Bradi1g32126,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi1g32130,NA,NA,NA,NA,NA,NA,NA,NA,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Bradi1g32140,-0.809663673,0.215941938,0.070752588,0.903457148,0.862024164,0.422455273,0.626047583,0.568384402,NA
Bradi1g32150,-0.121471805,0.946363552,0.061025364,0.932945315,-0.12074359,0.995860336,0.105027623,0.999968509,TRICHOME BIREFRINGENCE-LIKE 37
Bradi1g32160,-1.612092591,0.221404738,0.009427293,NA,-0.695359109,0.995860336,0.28312983,0.999968509,Leucine-rich repeat protein kinase family protein
Bradi1g32170,0.251698282,0.432707279,0.120994247,0.591754893,0.043848297,0.995860336,0.120569724,0.999968509,transducin family protein / WD-40 repeat family protein
Bradi1g32180,0.576584308,0.029014052,0.645176677,2.51E-07,0.478452469,0.110289813,-0.160492574,0.999968509,homolog of nucleolar protein NOP56
Bradi1g32191,NA,NA,NA,NA,NA,NA,0.638213528,NA,F-box/RNI-like superfamily protein
Bradi1g32200,0.250302774,0.712594675,-0.156783997,0.631589486,0.136123336,0.995860336,0.394411053,0.699149972,"nuclear factor Y, subunit C2"
Bradi1g32208,-0.48183196,0.86391004,1.292060856,0.046649143,-0.808581806,0.995860336,0.055675237,0.999968509,NA
Bradi1g32219,0.356703977,0.187353535,0.292101914,0.096826547,0.244256452,0.97313617,-0.185603695,0.99842524,HISTIDINE TRIAD NUCLEOTIDE-BINDING 2
Bradi1g32230,NA,NA,1.481949075,NA,0.81059791,0.995860336,-0.326719907,NA,BTB-POZ and MATH domain 1
Bradi1g32236,1.663630868,NA,0.297303652,NA,-1.75468197,0.995860336,-1.495593675,NA,BTB-POZ and MATH domain 1
Bradi1g32241,-3.517249737,0.347201025,0.549011902,NA,-1.252170346,0.995860336,-0.986684933,NA,BTB/POZ/MATH-domains containing protein
Bradi1g32247,NA,NA,NA,NA,NA,NA,NA,NA,BTB-POZ and MATH domain 2
Bradi1g32260,NA,NA,NA,NA,NA,NA,NA,NA,BTB-POZ and MATH domain 1
Bradi1g32265,1.130345573,NA,2.010915494,NA,NA,NA,NA,NA,BTB-POZ and MATH domain 1
Bradi1g32270,-0.159441032,0.928504318,-0.420740373,0.524115821,-0.050742816,0.995860336,0.174293968,0.999968509,NA
Bradi1g32280,-1.759189055,NA,-7.77E-05,NA,-0.528809979,0.995860336,0.084917548,0.999968509,hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
Bradi1g32283,0.370628599,0.90509577,-0.222766715,NA,0.088320879,0.995860336,0.250006927,NA,NA
Bradi1g32287,-0.077437445,0.987635561,-0.10068088,0.892406811,0.290373273,0.995860336,0.111565737,0.999968509,Cysteine proteinases superfamily protein
Bradi1g32300,-0.018431026,0.970435488,-0.19433479,0.530419483,-0.227392852,0.995860336,0.056151804,0.999968509,Nucleotidyltransferase family protein
Bradi1g32310,-0.360814119,0.590229497,-0.099305696,0.628264474,-0.090367747,0.995860336,-0.014311551,0.999968509,FtsH extracellular protease family
Bradi1g32317,0.137414301,0.657295319,-0.255473675,0.367893824,-0.10185175,0.995860336,0.025631257,0.999968509,conserved oligomeric Golgi complex component-related / COG complex component-related
Bradi1g32330,0.011886395,0.983228389,-0.028353827,0.892940357,-0.180223858,0.995860336,0.101780873,0.999968509,Homeodomain-like superfamily protein
Bradi1g32340,-0.725628597,0.063950418,-0.092586316,0.735743958,-0.113002173,0.995860336,0.079273063,0.999968509,Cysteine proteinases superfamily protein
Bradi1g32350,-0.22747021,0.404930074,-0.050023838,0.796573302,-0.182646474,0.995860336,0.21333484,0.938516795,molybdenum cofactor sulfurase (LOS5) (ABA3)
Bradi1g32360,0.375442202,0.436742556,0.468083138,0.038970119,0.114562601,0.995860336,-0.477067907,0.899686775,NA
Bradi1g32370,-1.462363866,0.089614697,-0.18837352,0.664960765,0.406032096,0.995860336,0.582200557,0.606243155,Homeodomain-like superfamily protein
Bradi1g32380,-1.040360947,0.292919046,-0.362450121,0.315429629,-0.071015963,0.995860336,0.536240706,0.796592842,potassium transporter 1
Bradi1g32390,-0.522717249,0.450828841,0.051831588,0.900617649,0.586610096,0.993461049,0.388551383,0.999968509,SAUR-like auxin-responsive protein family 
Bradi1g32400,-0.793207779,NA,1.194277441,NA,2.845931551,0.927636968,1.729173333,NA,SAUR-like auxin-responsive protein family 
Bradi1g32410,0.377682175,0.21952424,0.258915442,0.289341269,0.24676898,0.995860336,-0.254938019,0.999968509,toprim domain-containing protein
Bradi1g32420,0.148645831,0.654773644,-0.052097564,0.815195526,-0.094863815,0.995860336,-0.501765622,0.87783247,Sec14p-like phosphatidylinositol transfer family protein
Bradi1g32430,0.127494856,0.679445986,-0.238516545,0.375751366,-0.0737267,0.995860336,-0.071887721,0.999968509,tubulin beta chain 2
Bradi1g32437,-2.967981317,NA,-2.868555839,NA,1.777824638,0.995860336,0.74671673,NA,NA
Bradi1g32445,-0.891832154,0.054070569,-0.676235322,0.000125158,0.06549032,0.995860336,-0.009214028,0.999968509,Protein of unknown function (DUF640)
Bradi1g32447,NA,NA,NA,NA,-2.552523448,0.995860336,-1.289050708,NA,polyubiquitin 10
Bradi1g32448,NA,NA,NA,NA,-1.75468197,0.995860336,1.880355744,NA,NA
Bradi1g32450,-2.335192479,NA,-0.756526168,NA,0.466960648,0.995860336,2.492546036,NA,NA
Bradi1g32451,NA,NA,NA,NA,NA,NA,NA,NA,ribosomal protein L2
Bradi1g32452,NA,NA,NA,NA,-0.277448615,0.995860336,NA,NA,NA
Bradi1g32454,NA,NA,NA,NA,NA,NA,NA,NA,ribosomal protein L23
Bradi1g32457,-2.964221131,NA,0.273520939,NA,1.523573138,0.995860336,-0.391058491,NA,NA
Bradi1g32460,-0.07642641,0.869514454,-0.153746132,0.269404285,-0.510330332,0.752981799,-0.011291236,0.999968509,polyubiquitin 10
Bradi1g32463,-0.318372523,0.6201015,-0.235160642,0.504477528,-0.323076243,0.995860336,0.061644011,0.999968509,NA
Bradi1g32466,-1.213432226,NA,0.547165232,NA,-2.660053151,0.995860336,0.469901194,NA,NA
Bradi1g32470,0.229310109,0.841381805,0.253649663,0.395920026,-0.585180781,0.995860336,-0.544666266,0.981259698,SKU5 similar 5
Bradi1g32475,0.611421222,0.824208989,0.499468319,NA,-1.880834184,0.593013072,-0.531856742,0.999968509,F-box family protein with a domain of unknown function (DUF295)
Bradi1g32480,0.055863403,0.935520364,0.144742017,0.619972512,0.095755258,0.995860336,-0.10583151,0.999968509,zinc knuckle (CCHC-type) family protein
Bradi1g32490,-0.030850958,0.959143858,-0.092755161,0.656260956,-0.24678342,0.995860336,-0.080752664,0.999968509,Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase
Bradi1g32500,0.121618202,0.707437665,-0.13826443,0.617537734,0.031204345,0.995860336,0.043617968,0.999968509,NA
Bradi1g32505,-0.258055703,NA,0.882541394,NA,0.340803212,0.995860336,-0.539672551,NA,NA
Bradi1g32510,0.144410909,0.904949616,0.046764339,0.90877047,-0.027051963,0.995860336,-0.023629787,0.999968509,binding
Bradi1g32515,0.495302109,NA,1.227568743,NA,-1.464441878,0.995860336,0.234482374,0.999968509,NA
Bradi1g32521,-2.097216519,0.236055595,-0.265761648,NA,-0.890961996,0.993461049,-0.558102958,0.999968509,NA
Bradi1g32525,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi1g32530,-0.076630652,0.898060356,0.21349546,0.279508468,0.069530509,0.995860336,-0.001212579,0.999968509,geranyl diphosphate synthase 1
Bradi1g32540,-0.113832412,0.948779724,-0.475308969,0.209495162,0.561572007,0.966492319,0.238069045,0.999968509,Chaperone DnaJ-domain superfamily protein
Bradi1g32547,0.073097027,0.876986279,-0.236966069,0.280040699,-0.146147236,0.995860336,0.095006479,0.999968509,auxin response factor 6
Bradi1g32560,0.198184156,0.595612413,0.163271962,0.506412192,0.165697814,0.995860336,-0.030435532,0.999968509,cleavage and polyadenylation specificity factor 30
Bradi1g32565,0.859487644,NA,-0.535251951,NA,0.535840946,0.995860336,0.739516825,NA,NA
Bradi1g32570,-0.108978587,0.855671012,0.137184827,0.63093304,0.17703651,0.995860336,0.103010417,0.999968509,Small nuclear ribonucleoprotein family protein
Bradi1g32580,0.361473348,0.121309755,0.339855178,0.179947645,0.147736627,0.995860336,0.045552223,0.999968509,RAB geranylgeranyl transferase alpha subunit 1
Bradi1g32590,0.00334089,0.996750014,0.204359239,0.407205675,0.100492883,0.995860336,-0.04234249,0.999968509,6-phosphogluconate dehydrogenase family protein
Bradi1g32600,0.038136163,0.956679933,0.255454338,0.300650794,0.017578464,0.995860336,0.265482288,0.999968509,RING/U-box superfamily protein
Bradi1g32610,0.331239984,0.263623781,0.028825623,0.906339569,0.013452127,0.995860336,-0.138889469,0.999968509,UDP-Glycosyltransferase superfamily protein
Bradi1g32620,0.063844804,0.952115169,-0.248401244,0.21216608,-0.154407752,0.995860336,-0.325326717,0.962919839,patatin-like protein 6
Bradi1g32630,-0.268490003,0.771884765,0.608166978,0.067141456,-0.297012497,0.995860336,0.195873732,0.999968509,Protein kinase superfamily protein
Bradi1g32636,0.586716233,0.787997336,0.292831696,0.402598986,0.339683982,0.995860336,0.378997546,0.946069949,NA
Bradi1g32640,-0.483912868,0.440063182,0.38019423,0.187262641,0.343245349,0.778996217,0.275714748,0.938516795,natural resistance-associated macrophage protein 1
Bradi1g32642,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradi1g32645,-0.28868884,0.444305523,-0.414651049,0.224912847,-0.064024801,0.995860336,-0.026812908,0.999968509,NA
Bradi1g32650,-0.824056235,0.40135709,-0.34370061,0.235183294,-0.220066152,0.995860336,-0.147921851,0.999968509,Glycosyl hydrolases family 31  protein
Bradi1g32655,-0.025687318,0.962980813,0.036723081,0.919010296,0.169407223,0.995860336,0.182129419,0.999968509,NA
Bradi1g32660,-1.328500854,0.093044244,0.161046042,0.78103643,0.355675082,0.995860336,0.277388048,0.999968509,NAC domain containing protein 1
Bradi1g32671,0.091618455,0.970772266,0.482353187,0.387065978,0.137093931,0.995860336,0.319915852,0.999968509,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi1g32680,-0.115289236,0.907788956,-0.391688187,0.235377491,-0.019172272,0.995860336,-0.046289942,0.999968509,NA
Bradi1g32690,-0.076333942,0.895365319,0.103641344,0.688694228,0.091618511,0.995860336,0.236713532,0.921236775,BTB/POZ domain-containing protein
Bradi1g32700,-0.229487189,0.453858773,-0.27414284,0.068487084,-0.467081214,0.889169205,-0.050464883,0.999968509,polyubiquitin 10
Bradi1g32710,-0.714162689,0.718817652,0.273052353,NA,-0.608014422,0.995860336,-0.018644423,0.999968509,NAD(P)-binding Rossmann-fold superfamily protein
Bradi1g32720,-4.584281847,NA,0.940410679,NA,0.28634347,0.995860336,-0.330373364,NA,myb domain protein 101
Bradi1g32726,0.084331387,0.926742318,0.16397446,0.512254027,-0.148745869,0.995860336,-0.166893973,0.999968509,Galactosyltransferase family protein
Bradi1g32732,0.1823116,0.602374838,0.139146127,0.408119362,-0.075695684,0.995860336,0.101547348,0.999968509,NA
Bradi1g32741,0.068001586,0.963018465,-0.486208391,0.125635386,0.358560125,0.995860336,0.278273979,0.999968509,NA
Bradi1g32747,0.101769996,0.843933459,-0.088089629,0.754444039,-0.162795234,0.995860336,-0.076821022,0.999968509,RNI-like superfamily protein
Bradi1g32757,0.131508135,0.894845349,-0.195549045,0.43960613,-0.323550106,0.818388237,-0.000658738,0.999968509,MSCS-like 2
Bradi1g32770,-0.023262888,0.96025008,-0.071837448,0.767630274,-0.047301967,0.995860336,0.035401088,0.999968509,heat shock protein 70 (Hsp 70) family protein
Bradi1g32785,-1.118778416,0.394121556,-0.047560882,0.960233431,0.520703446,0.995860336,0.876424673,0.37795166,NA
Bradi1g32790,-2.470480852,0.124852233,-1.136680738,NA,0.486763542,0.995860336,0.215219465,0.999968509,Plant protein of unknown function (DUF247)
Bradi1g32791,0.823987075,NA,-0.028069923,NA,-1.75468197,0.995860336,0.638213528,NA,Ribonuclease H-like superfamily protein
Bradi1g32792,0.089307142,0.808735869,-0.161262239,0.331306007,0.098366079,0.995860336,-0.023680016,0.999968509,NA
Bradi1g32800,-0.195802439,0.787997336,-0.173908722,0.506716883,0.230848944,0.995860336,-0.087250194,0.999968509,glutamate receptor 3.4
Bradi1g32810,0.131362406,0.839127742,-0.2598608,0.152850714,0.117472236,0.995860336,-0.218243779,0.999968509,"cytochrome P450, family 77, subfamily B, polypeptide 1"
Bradi1g32821,-0.207864312,0.716000269,0.228299966,0.373344606,0.220081881,0.995860336,0.020349068,0.999968509,NA
Bradi1g32830,0.439610593,0.097666332,0.355077189,0.088946439,0.26414864,0.935685561,-0.271704741,0.950407585,Ribosomal protein S11 family protein
Bradi1g32840,-1.450791317,8.21E-05,-0.592941612,0.287116441,-0.795713398,0.981589263,0.102617036,0.999968509,early nodulin-like protein 9
Bradi1g32850,-0.987256667,0.084581658,-0.154828195,0.725162984,-0.022836243,0.995860336,0.252993283,0.999968509,ROP-interactive CRIB motif-containing protein 1
Bradi1g32860,-0.184998353,0.800362891,-0.552028533,0.022753644,-0.340841844,0.995860336,0.040536994,0.999968509,polyubiquitin 10
Bradi1g32870,-0.366469973,0.663147159,-0.354240755,0.308787438,-0.063931796,0.995860336,-0.36296722,0.999968509,Peroxidase superfamily protein
Bradi1g32881,-0.720462637,0.438147861,-0.7302475,0.068892683,-0.003837132,0.999413096,0.054721624,0.999968509,NA
Bradi1g32886,-1.404552072,0.611595173,0.57387531,NA,1.019681387,0.995860336,0.455680219,0.999968509,"ATPase, F0 complex, subunit A protein"
Bradi1g32890,-0.793207779,NA,-1.096834808,NA,0.515710027,0.995860336,-1.289050708,NA,AT-hook motif nuclear-localized protein 1
Bradi1g32901,NA,NA,2.03130613,NA,-0.592721473,0.995860336,1.124673894,NA,AT hook motif DNA-binding family protein
Bradi1g32912,0.406545184,0.525362833,0.557006729,0.069059926,0.457833158,0.995860336,-0.055748169,0.999968509,NA
Bradi1g32920,-0.333060845,0.137977478,0.092315,0.681229593,-0.38362059,0.993371913,-0.157739385,0.999968509,Nodulin MtN3 family protein
Bradi1g32927,-0.103370776,0.843933459,-0.008913705,0.972601409,-0.206319728,0.995860336,0.044250388,0.999968509,EamA-like transporter family
Bradi1g32933,0.411683915,0.245255992,0.475445929,0.059159802,0.599639376,0.442275357,-0.049680722,0.999968509,NA
Bradi1g32939,-0.557904591,0.341607942,0.17947579,0.677234692,0.308544234,0.995860336,-0.293683342,0.999968509,NA
Bradi1g32945,-0.027928433,0.970237959,0.204192046,0.559821501,0.111668108,0.995860336,0.151667595,0.999968509,NA
Bradi1g32946,1.62772889,NA,0.521951592,NA,0.596418522,0.995860336,-0.009061638,NA,DHHC-type zinc finger family protein
Bradi1g32947,NA,NA,NA,NA,NA,NA,0.638213528,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi1g32948,NA,NA,NA,NA,-0.372812489,0.995860336,0.319452222,NA,NA
Bradi1g32951,-0.195704307,0.579607955,-0.496531399,0.320499159,-0.440284315,0.807249937,-0.079357058,0.999968509,FAR1-related sequence 10
Bradi1g32960,0.260395085,0.419891599,-0.027166114,0.914108997,-0.023288736,0.995860336,-0.087363962,0.999968509,NA
Bradi1g32965,2.052824557,0.300218348,-0.841625063,NA,0.265403826,0.995860336,0.42355265,NA,NA
Bradi1g32970,0.145594439,0.728884874,-0.136651687,0.631068077,0.009067019,0.995860336,-0.116246439,0.999968509,SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein
Bradi1g32977,0.090417867,0.881103403,0.140366603,0.491482697,0.128136895,0.995860336,-0.184107604,0.888075928,Zinc finger C-x8-C-x5-C-x3-H type family protein
Bradi1g32990,-0.379279424,0.332404759,-0.242547248,0.418803989,-0.350955302,0.995860336,-0.16658417,0.999968509,Aldolase-type TIM barrel family protein
Bradi1g33001,-0.537460673,0.775602364,0.167688284,0.814563969,-0.644733649,0.995860336,-0.551932626,0.999968509,NAD(P)-binding Rossmann-fold superfamily protein
Bradi1g33010,0.30186159,0.242908224,0.312833967,0.042386591,0.171017415,0.995860336,-0.273988973,0.999968509,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein
Bradi1g33012,-3.779216457,NA,0.590199095,NA,1.777824638,0.995860336,-1.286748858,NA,NA
Bradi1g33014,1.130345573,NA,1.557171017,NA,0.61010767,0.995860336,0.638213528,NA,NA
Bradi1g33017,0.426066371,0.903047375,-0.456767174,NA,0.19512986,0.995860336,-0.273638984,0.999968509,NA
