Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,T4_fc,T4_padj,arabi-defline
Bradi1g51245,0.146637308,0.781983762,-0.286892093,0.147906619,-0.359419843,0.784684645,0.420465572,0.010316701,NA
Bradi1g51250,0.280252938,0.317894211,0.033631387,0.903787496,-0.017357239,0.959354352,0.201875486,0.178793553,U-box domain-containing protein kinase family protein
Bradi1g51257,-0.110604466,0.824671031,-0.288334749,0.192371429,0.222151532,0.595520187,0.629340022,6.75E-07,Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein
Bradi1g51270,0.107394178,0.810003953,-0.248596857,0.489054402,0.469875876,0.380977922,0.755478076,7.14E-06,Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein
Bradi1g51290,0.039023696,0.94992568,0.31050422,0.047144903,0.189056643,0.525935555,0.274147149,0.013159676,Leucine carboxyl methyltransferase
Bradi1g51300,0.06642269,0.774685211,-0.130630041,0.074530322,-0.014812033,0.963459033,-0.169648386,0.003395087,N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
Bradi1g51330,0.154354272,0.831039969,0.506497704,0.063351017,-0.932357264,0.008571574,-1.099900906,0.000167886,"HAD superfamily, subfamily IIIB acid phosphatase "
Bradi1g51340,-0.045648285,0.94911312,-0.465201281,0.029530717,-0.424201223,0.117306053,0.060585103,0.811761058,NA
Bradi1g51350,-0.088669344,0.914497802,-0.173896667,0.534988195,0.077157101,0.913097501,-0.013642679,0.970284539,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Bradi1g51357,0.073837022,0.819107905,-0.125497912,0.055198394,-0.028943249,0.967808666,-0.286477624,0.00247906,Ribosomal protein S8e family protein
Bradi1g51377,-0.066846289,0.894659707,-0.144567227,0.619191193,0.086337528,0.860785205,0.265655954,0.03182609,Pentatricopeptide repeat (PPR) superfamily protein
Bradi1g51383,-0.575616477,0.613927357,-1.089880588,0.007520894,-1.847602057,0.000474762,0.329490617,0.286698057,NA
Bradi1g51390,0.086421751,0.765155764,-0.013848122,0.927935381,-0.059008701,0.757632956,-0.087916181,0.35593523,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Bradi1g51400,0.142019624,0.91443671,0.006718536,0.991172923,-0.208060389,0.756672735,-0.333370423,0.328506798,Pentatricopeptide repeat (PPR) superfamily protein
Bradi1g51410,-0.189298758,0.404682339,0.098990602,0.517247561,0.151200411,0.34184547,0.174999566,0.122550128,Peptide methionine sulfoxide reductase family protein
Bradi1g51420,-0.119644273,0.864546955,-0.234788942,0.212373449,-0.119261665,0.74461989,-0.211773568,0.171940351,binding
Bradi1g51430,-0.019861658,0.965062618,-0.069839327,0.640558845,-0.080410455,0.78090159,0.013243011,0.911082324,Transcription factor GTE6
Bradi1g51450,-0.416200871,0.245911663,-0.114960401,0.733319979,0.11612985,0.864845177,0.48917015,0.004088152,NA
Bradi1g51460,0.106186838,0.666854614,-0.310915407,0.001143188,-0.175215809,0.80429671,-0.039581563,0.806669386,NAD(P)-binding Rossmann-fold superfamily protein
Bradi1g51465,-0.047554259,0.966641013,-0.536600402,0.080755522,-0.173325187,0.610505398,-0.423729604,0.18343865,NA
Bradi1g51466,-0.513127474,0.646113099,-0.512223475,0.414186185,0.785873918,0.506783725,1.79767417,0.002874916,NA
Bradi1g51470,-0.479342434,0.206377869,-0.144905408,0.615551948,0.143963877,0.839342871,0.25075068,0.237841058,ribosome-binding factor A family protein
Bradi1g51480,0.019388167,0.973913257,-0.036969146,0.876234206,-0.011514909,0.967232877,-0.069734533,0.493331796,Ribosomal RNA processing Brix domain protein
Bradi1g51490,-0.104383021,0.944326011,-0.449660005,0.240219315,-0.130213342,0.907818667,1.208789489,0.002570782,SAUR-like auxin-responsive protein family 
Bradi1g51500,-0.140541499,0.73404635,-0.070463292,0.714555213,0.164592825,0.488503241,0.152131066,0.124281651,YEATS family protein
Bradi1g51507,0.034721418,0.923258361,0.198954088,0.054171393,0.151272526,0.437488516,0.199803365,0.0434175,armadillo repeat kinesin 3
Bradi1g51520,-0.335488195,0.718534742,-0.734159797,3.02E-05,-0.137694628,0.760449414,0.053047503,0.841903142,Predicted AT-hook DNA-binding family protein
Bradi1g51530,0.088644681,0.849786816,0.043682229,0.808666646,-0.017212076,0.969952221,0.156432705,0.178192322,CLP protease proteolytic subunit 2
Bradi1g51540,-0.086079767,0.763460598,-0.381510116,7.29E-10,-0.139141877,0.735241462,-0.334797344,0.024723462,Enolase
Bradi1g51550,0.014478252,0.989797532,0.1508648,0.282497048,0.240234563,0.167800198,0.482556212,7.62E-07,Cornichon family protein
Bradi1g51554,-0.379821354,0.096856268,-0.608868784,2.19E-15,-0.068281295,0.906067547,1.133219752,8.57E-12,NA
Bradi1g51555,-0.331284456,0.245574484,-0.80188122,1.46E-36,-0.089533675,0.842254137,1.031100189,1.40E-16,NA
Bradi1g51560,0.023119596,0.95743179,-0.149923651,0.091111685,-0.2044209,0.305546417,-0.204083436,0.014937851,NA
Bradi1g51570,0.060644782,0.849358055,-0.028715876,0.852870916,-0.138806044,0.533470839,-0.060869905,0.483034106,SPFH/Band 7/PHB domain-containing membrane-associated protein family
Bradi1g51580,-0.353137571,0.750876624,0.254784142,0.443980021,-0.10488978,0.869770225,-0.012460531,0.957165299,Sec1/munc18-like (SM) proteins superfamily
Bradi1g51586,-0.257617497,0.679176387,-0.29863146,0.261860612,-0.487587747,0.152868476,0.063804856,0.795705161,NA
Bradi1g51601,-0.28621768,0.188015062,0.18909955,0.136176184,-0.090152838,0.855222847,0.32886034,0.005102498,NA
Bradi1g51610,-0.0990472,0.801394472,-0.228036243,0.013292827,-0.435960241,0.000580799,0.07253602,0.575439209,glycine-rich protein
Bradi1g51620,0.164759534,0.569834374,-0.582694637,6.36E-09,-0.131483321,0.782923727,-0.526107411,0.096957816,Glycine cleavage T-protein family
Bradi1g51630,-0.030616194,0.958531536,0.076642925,0.701555951,0.450868864,0.128103093,0.294476062,0.046952354,Leucine-rich repeat protein kinase family protein
Bradi1g51633,0.175668552,0.84061726,0.351589148,0.202783271,0.340597325,0.349755949,0.549509429,0.006454091,NA
Bradi1g51637,0.651348965,0.718016093,NA,NA,0.994907033,0.481064717,NA,NA,NA
Bradi1g51640,0.037275855,0.93409789,0.0029087,0.99082532,-0.077561117,0.743204965,-0.045203417,0.753440848,"RNA 2\'-phosphotransferase, Tpt1 / KptA family"
Bradi1g51650,0.129598749,0.735480012,-0.072041391,0.376678274,0.176376738,0.780988167,-0.176468055,0.030188208,Ribosomal protein S10p/S20e family protein
Bradi1g51660,-0.104995781,0.677130355,-0.02318897,0.791421382,-0.085990025,0.652274975,0.040198477,0.652407088,"RNA 3\'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta"
Bradi1g51670,0.004432047,0.991884062,0.05609193,0.753851956,0.100902264,0.785843909,-0.024943472,0.887058306,Transketolase
Bradi1g51683,NA,NA,NA,NA,0.603671108,0.721975795,NA,NA,NA
Bradi1g51687,0.068389845,0.945640897,0.193050752,0.377176513,0.664788675,0.002514491,0.313412182,0.122617398,NB-ARC domain-containing disease resistance protein
Bradi1g51700,0.153578667,0.912751322,-0.175921704,0.47685077,-0.29778329,0.34494141,-0.184692715,0.377635884,Pentatricopeptide repeat (PPR) superfamily protein
Bradi1g51705,NA,NA,NA,NA,0.556334209,0.784660146,0.844011413,0.404948162,NA
Bradi1g51710,0.085592352,0.899852686,-0.066094181,0.733052066,0.416101553,0.175939708,0.364759223,9.91E-05,Phosphorylase superfamily protein
Bradi1g51720,0.034857596,0.952676864,0.216408593,0.002799355,0.378620999,0.048841214,0.013747119,0.907809142,Phosphorylase superfamily protein
Bradi1g51740,0.030919343,0.941770918,0.076856953,0.548556391,0.122312525,0.624062032,0.186416896,0.008829831,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi1g51747,-0.479054274,0.189322245,-0.054811423,0.828451501,-0.040632918,0.967926589,0.556114656,0.007540211,myb domain protein 9
Bradi1g51757,-0.048405543,0.838937936,0.551061023,3.06E-05,0.64693464,1.64E-10,0.449746119,1.61E-05,glucan synthase-like 8
Bradi1g51770,1.089901461,0.132345083,-1.320036154,6.86E-11,-1.762918328,0.124082964,-0.656145037,0.08122891,"Late embryogenesis abundant protein, group 1 protein"
Bradi1g51780,-0.489516372,0.417274501,-0.447957343,0.000602882,-0.51259009,0.074868583,-0.761584965,5.01E-08,ent-kaurenoic acid hydroxylase 2
Bradi1g51790,-0.17079839,0.588365401,-0.102531,0.513737567,-0.255055425,0.207648313,0.036159384,0.847542759,EYES ABSENT homolog
Bradi1g51800,2.125283103,7.16E-05,-0.18284108,0.503940853,-1.581042555,0.005757448,-1.343312386,5.67E-05,"Late embryogenesis abundant protein, group 1 protein"
Bradi1g51807,-0.067415271,0.825722164,0.36409018,0.002203631,0.488490344,0.025241134,0.116079014,0.561533045,cation-chloride co-transporter 1
Bradi1g51817,0.022530147,0.952676864,0.299105397,0.095022966,0.317874707,0.018994577,0.134445282,0.127052147,RNA polymerase II transcription mediators
Bradi1g51830,-0.601341133,0.372728108,0.069621754,0.874869093,-0.126019635,0.909583487,-0.026209497,0.937400655,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi1g51840,-0.083349949,0.899127646,-0.330547066,0.014821227,-0.346466782,0.043565682,0.239259573,0.017343715,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Bradi1g51850,-0.968773118,0.079950931,-0.25739031,0.186759997,-0.347103312,0.547482135,-1.847098801,6.01E-08,nine-cis-epoxycarotenoid dioxygenase 9
Bradi1g51860,-0.027117495,0.977588452,-0.050177537,0.873704043,0.05281974,0.961530028,-0.198313015,0.297161069,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Bradi1g51870,-0.148470015,0.884759465,-0.298422599,0.372046613,0.198287792,0.748687197,-0.337207648,0.171052669,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi1g51880,0.134785695,0.690151427,-0.050905257,0.775459699,0.215813183,0.356563156,0.117111154,0.446820909,Ubiquitin C-terminal hydrolases superfamily protein
Bradi1g51890,0.086400407,0.759793381,0.314044105,0.023175892,0.333380698,0.106704936,0.087654071,0.623187806,Transducin/WD40 repeat-like superfamily protein
Bradi1g51897,-0.007235411,0.995502665,-0.3638363,0.524977336,0.304024703,0.607219249,0.231740158,0.445175536,brassinosteroid-responsive RING-H2
Bradi1g51910,0.263782678,0.852718125,0.392769166,0.328269151,-0.402653472,0.544223793,-0.168957149,0.725716066,nodulin MtN21 /EamA-like transporter family protein
Bradi1g51920,-0.122231061,0.943360454,0.071433715,0.887641346,-0.140888737,0.864349847,0.323681951,0.269894302,nodulin MtN21 /EamA-like transporter family protein
Bradi1g51930,-0.416322695,0.847586412,0.004677744,0.996053349,0.750089926,0.324591915,0.425637807,0.561668512,Plant invertase/pectin methylesterase inhibitor superfamily protein
Bradi1g51940,-0.19791031,0.535296461,0.120596298,0.34807831,0.082320654,0.805843765,0.076087666,0.521997612,cell division cycle 48C
Bradi1g51954,-0.404044175,0.574461731,0.248727962,0.24489534,-0.185351125,0.668252836,0.207112386,0.21426359,NB-ARC domain-containing disease resistance protein
Bradi1g51961,-0.423937375,0.532955051,0.786887511,0.001738259,0.163492939,0.643877027,0.028660899,0.884979613,myb domain protein 92
Bradi1g51970,0.017530494,0.991714556,-0.320321587,0.304351273,0.127886905,0.857178041,-0.48911946,0.257322237,Phosphoglycerate mutase family protein
Bradi1g51990,-0.173881572,0.562755381,-0.82762794,5.79E-08,0.163902653,0.8364293,0.988923528,2.09E-07,expansin A18
Bradi1g52030,0.04734039,0.97339883,0.42833802,0.124992203,0.189602689,0.70657689,-0.651608016,0.005627256,nodulin MtN21 /EamA-like transporter family protein
Bradi1g52040,0.124827641,0.62956141,-0.277085262,0.008543526,-0.080446325,0.885933751,-0.364261835,1.68E-07,Ribosomal protein L6 family
Bradi1g52050,-0.820206022,9.71E-21,-0.869903331,3.06E-12,-1.14378169,1.57E-08,-0.691172517,2.11E-09,Pectin lyase-like superfamily protein
Bradi1g52060,-0.603814179,0.004142564,-0.127272749,0.471790592,-0.127878249,0.65996978,0.115316449,0.348466862,NA
Bradi1g52070,-0.220075893,0.751149068,-0.149153828,0.52138516,-0.023012277,0.970221481,0.223718143,0.287959032,PPPDE putative thiol peptidase family protein
Bradi1g52080,-0.381940254,0.764364342,-0.245954004,0.744082622,-0.253536406,0.800128635,0.664392824,0.056430066,Protein of unknown function (DUF819)
Bradi1g52090,-0.046160406,0.854418081,-0.194546362,0.021331552,-0.220079663,0.078649782,-0.283248415,8.32E-08,Cwf15 / Cwc15 cell cycle control family protein
Bradi1g52100,-0.085153622,0.926730753,-0.266502241,0.134953703,-0.010749387,0.985401283,-0.32251396,0.106314401,septum site-determining protein (MIND)
Bradi1g52110,-0.097852078,0.615104096,0.072458217,0.56614081,0.008261603,0.978301394,0.111385044,0.182709637,NA
Bradi1g52140,0.018317802,0.970277482,0.17905965,0.282424269,0.169563483,0.277388658,0.042271547,0.657840045,RGPR-related
Bradi1g52150,0.230648515,0.119510243,-0.095882713,0.615524739,0.002325559,0.994615797,0.003849353,0.972134242,Vacuolar iron transporter (VIT) family protein
Bradi1g52160,-0.004886923,0.992571445,-0.002234773,0.990102279,-0.047760897,0.854796318,0.141479326,0.172387481,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Bradi1g52170,-0.433712268,0.864690036,0.073080984,0.925224995,-0.005237885,0.995914542,0.144679806,0.637364982,Protein of unknown function (DUF3754)
Bradi1g52180,0.045987817,0.926421003,-0.177244862,0.351455104,0.05466739,0.912291765,0.012702793,0.950245188,Terpenoid synthases superfamily protein
Bradi1g52187,-0.198603007,0.734412269,0.188698871,0.44128712,-0.353246701,0.114292584,0.465708338,0.081278106,Arabidopsis NAC domain containing protein 26
Bradi1g52200,-0.015697708,0.984284527,0.001110616,0.996086214,-0.003318706,0.994543001,-0.408357746,0.163937025,Cupredoxin superfamily protein
Bradi1g52210,-0.175435841,0.805045456,0.292813018,0.034574407,0.012214037,0.9892316,-0.927413281,0.011125741,Glycosyl hydrolases family 32 protein
Bradi1g52220,0.078880936,0.666757223,-0.116244618,0.316910987,-0.169777342,0.776589058,-0.278872031,0.000244855,BCL-2-associated athanogene 7
Bradi1g52230,0.009425083,0.989649169,0.080646936,0.636170482,0.288754602,0.106827272,-0.29196019,0.000162482,"RNA helicase, ATP-dependent, SK12/DOB1 protein"
Bradi1g52240,0.001109451,0.999127216,-0.523307533,0.000863175,0.137771241,0.825466103,0.447324389,0.046143549,GRAS family transcription factor
Bradi1g52250,0.028461523,0.964621337,-0.180309466,0.135551186,-0.106605196,0.726262109,-0.151139269,0.121911934,Ribosomal protein L9/RNase H1
Bradi1g52260,-0.012521446,0.978119585,0.19487219,0.041378745,0.101040914,0.757664465,0.048400521,0.770654826,"Dihydrolipoamide acetyltransferase, long form protein"
Bradi1g52270,-0.114459719,0.795278939,0.039460961,0.836628564,0.076379922,0.854218701,0.159534027,0.248781606,protein arginine methyltransferase 7
Bradi1g52280,0.133451235,0.548763823,0.047319515,0.608174443,0.305160833,0.462076949,0.411265498,0.010482575,MEI2-like protein 5
Bradi1g52291,-0.030808324,0.952676864,-0.166914639,0.403015259,0.177714327,0.317617458,0.175249328,0.354385737,"homogentisate 1,2-dioxygenase"
Bradi1g52300,0.015067548,0.991568947,0.12729874,0.65982048,0.3900223,0.371152488,0.633111182,0.143503995,GDSL-like Lipase/Acylhydrolase superfamily protein
Bradi1g52310,-0.244184415,0.367386733,-0.373432975,0.000633081,-0.242230612,0.209711305,-0.150363878,0.445613027,"Nucleic acid-binding, OB-fold-like protein"
Bradi1g52320,-0.01948331,0.948017198,0.05560771,0.562607821,0.195851078,0.102352116,-0.108699611,0.363233572,acyl-CoA oxidase 1
Bradi1g52330,-0.051537916,0.947540021,0.694316042,0.000307041,0.608878534,0.000289937,0.420374469,0.008948355,glycine-tRNA ligases
Bradi1g52340,-0.08575083,0.801993627,0.075486257,0.594562332,0.109619429,0.666940779,0.2377548,0.013033416,glutaminyl cyclase
Bradi1g52350,-0.100839401,0.943764687,-0.593876304,0.114538429,0.100958601,0.911863597,0.016421407,0.967446657,HXXXD-type acyl-transferase family protein
Bradi1g52360,-0.276792847,0.738324614,0.224976078,0.364518908,-0.186329202,0.775859079,0.363370911,0.028073309,B-box type zinc finger protein with CCT domain
Bradi1g52367,0.766588102,0.106049453,-0.268555422,0.413237884,0.107580958,0.817286628,-0.075056956,0.811359278,HXXXD-type acyl-transferase family protein
Bradi1g52374,0.354199701,0.104970293,-0.215507204,0.289664642,0.142189284,0.757358883,-0.235453838,0.338476258,NA
Bradi1g52381,-0.094557745,0.820889456,-0.221573884,0.105544603,0.242633989,0.291030107,0.1488052,0.374647341,NA
Bradi1g52390,0.135171189,0.678484244,-0.042355151,0.830652427,-0.108445109,0.603474586,-0.374428299,8.05E-05,plant U-box 14
Bradi1g52400,-0.102558199,0.824745112,0.030755501,0.902378726,-0.14559817,0.536951386,0.227690284,0.124445918,DNAJ heat shock N-terminal domain-containing protein
Bradi1g52407,0.050666432,0.882104465,0.152796879,0.195811152,0.203456618,0.15197494,0.020489864,0.891244478,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain
Bradi1g52420,0.857764235,0.191980221,-0.634634585,0.036640879,0.477151019,0.320733694,-0.742358044,0.044195397,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Bradi1g52425,-0.04068983,0.947191594,0.20536565,0.298152506,0.345569926,0.041956627,0.176689821,0.444547914,ATP binding microtubule motor family protein
Bradi1g52440,0.190886661,0.614195552,-0.407338365,8.98E-05,-0.186819211,0.305180366,-0.249443209,0.058180163,RING/U-box superfamily protein
Bradi1g52450,-0.107297315,0.792388991,0.23802274,0.028453348,0.16080056,0.586564671,0.355734536,8.64E-05,BTB/POZ domain-containing protein
Bradi1g52460,-0.195425114,0.953388329,-1.347136299,0.308555402,NA,NA,0.632806217,0.518209201,plastocyanin 1
Bradi1g52470,-0.188214233,0.584021703,0.066038063,0.801574068,0.168583176,0.768776153,-0.091066914,0.670421722,Protein of unknown function (DUF819)
Bradi1g52480,-0.154375276,0.858323627,0.029167859,0.882382459,-0.105586076,0.816189594,-0.004320739,0.9801177,NAC transcription factor-like 9
Bradi1g52490,NA,NA,-0.782874324,0.260737898,-0.551589553,0.507723997,-0.083593254,0.896485423,C2H2 and C2HC zinc fingers superfamily protein
Bradi1g52500,0.150556641,0.670166749,0.018675414,0.920202226,-0.115343767,0.839780411,-0.019682021,0.890255196,NA
Bradi1g52510,-0.079850535,0.872746864,0.184967183,0.098034898,0.10944088,0.764123781,0.196160133,0.050467218,heteroglycan glucosidase 1
Bradi1g52520,-0.143487515,0.618663458,-0.204674581,0.082786478,-0.279911707,0.548469465,0.332505336,0.009752248,Protein of unknown function (DUF1644)
Bradi1g52525,NA,NA,NA,NA,NA,NA,0.933964687,0.2514281,NA
Bradi1g52530,0.041067134,0.933776949,0.351618099,0.003589517,0.022992081,0.947516989,0.14384307,0.122670592,poly(ADP-ribose) polymerase 2
Bradi1g52540,0.014580758,0.983744286,-0.044557742,0.854167787,0.262944166,0.437057253,0.033702381,0.822553027,Rho GTPase activating protein with PAK-box/P21-Rho-binding domain
Bradi1g52545,-0.132496578,0.913439447,-0.109664824,0.805148809,-0.207271927,0.75626219,0.164836914,0.548246857,20S proteasome  alpha subunit PAD1
Bradi1g52550,NA,NA,NA,NA,NA,NA,0.262259434,0.778844051,PGR5-LIKE A
Bradi1g52554,-0.03803643,0.989797532,-0.948064436,0.093865544,-0.447765254,0.714311536,-0.495777724,0.37979001,NA
Bradi1g52557,0.079800011,0.750876624,0.139961294,0.277560331,0.185046719,0.631624664,0.103015828,0.390494867,spermidine synthase 1
Bradi1g52562,NA,NA,NA,NA,NA,NA,0.085487063,0.933993644,NA
Bradi1g52567,-0.195913607,0.229222672,0.058656997,0.750008523,-0.010338694,0.986300878,0.120962188,0.136712013,calcium-dependent protein kinase 16
Bradi1g52600,-0.040716283,0.942365456,-0.082393478,0.566148734,-0.116658717,0.597898485,-0.06805263,0.564508388,NA
Bradi1g52610,-0.025934524,0.948017198,-0.235974373,0.055198394,-0.091037729,0.895669744,0.025378527,0.840435091,NA
Bradi1g52620,-0.017847659,0.990120886,0.023123064,0.959614791,0.082303681,0.888874465,0.22643506,0.41216535,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi1g52621,0.035090471,0.983744286,-0.201674184,0.685955942,-0.590920027,0.410322708,0.128356528,0.64679672,NA
Bradi1g52625,-0.411184685,0.722405731,-0.581761701,0.202120803,-0.101648483,0.91745723,0.613803251,0.083962757,chitinase A
Bradi1g52630,0.074111091,0.902619519,0.024619718,0.90447593,-0.00119997,0.996935999,-0.204048701,0.094022401,Ran BP2/NZF zinc finger-like superfamily protein
Bradi1g52640,-0.062385806,0.866986284,-0.027644508,0.825694368,0.037059058,0.902278149,-0.041832412,0.629324125,WD-40 repeat family protein
Bradi1g52643,0.994843069,0.722868148,-0.154583808,0.892662572,1.722389,0.172759184,NA,NA,NA
Bradi1g52646,-0.594719859,0.304957823,0.284632582,0.47353161,0.040378489,0.949069833,1.030246677,0.003715631,NA
Bradi1g52650,0.140719518,0.455143863,0.057295888,0.656855391,0.248689221,0.175463038,-0.081801346,0.440436669,DEA(D/H)-box RNA helicase family protein
Bradi1g52660,0.198039626,0.765110642,0.037618548,0.930021725,-0.287745297,0.332599729,0.232655716,0.212777954,NA
Bradi1g52665,-0.165095089,0.832302684,-0.230521768,0.589645677,-0.233914408,0.537170509,0.266842919,0.226516054,NA
Bradi1g52667,-0.356002333,0.529402386,-0.30860366,0.185967236,-0.191102886,0.670000916,0.058236358,0.864763817,NA
Bradi1g52670,NA,NA,1.246943058,NA,NA,NA,-0.682547758,0.312804032,xylulose kinase-1
Bradi1g52680,0.120629197,0.674502295,0.271026429,0.000182848,0.135774685,0.406269119,0.119443557,0.211501679,Calcium-dependent lipid-binding (CaLB domain) family protein
Bradi1g52690,-0.049419511,0.896005587,0.499129507,0.00065856,0.049163471,0.936069482,0.72963245,3.40E-13,Zn-dependent exopeptidases superfamily protein
Bradi1g52700,0.086637754,0.86150354,-0.126949736,0.29576002,-0.07885314,0.766972086,-0.100082863,0.461509415,Protein of unknown function (DUF167)
Bradi1g52704,-0.408073064,0.475313634,-0.333245145,0.289664642,0.149476469,0.806088688,-0.110550986,0.707196472,NA
Bradi1g52707,-0.080167499,0.858488621,0.006850915,0.974538864,-0.026701613,0.959778086,0.279147368,0.002386491,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi1g52720,0.03734092,0.937673386,0.253792456,0.014045714,0.243086789,0.186070091,0.483830666,0.000257237,NA
Bradi1g52730,-0.162121539,0.947181472,-0.334894688,0.602431339,-0.138552049,0.903659935,-0.240177616,0.640983715,RING/U-box superfamily protein
Bradi1g52740,-0.002615334,0.997983136,0.192858925,0.586346615,0.056291315,0.812522876,0.390635015,0.06187852,aldehyde oxidase 2
Bradi1g52750,-0.090830795,0.806767611,-0.068974249,0.637346879,-0.282419958,0.60424699,-0.327147292,0.131054918,B12D protein
Bradi1g52760,-0.073511731,0.924988752,0.219834202,0.26368644,-0.127497772,0.811358627,-0.03779922,0.888939854,Protein phosphatase 2A regulatory B subunit family protein
Bradi1g52860,-0.271222019,0.793358565,-0.355739296,0.313805882,0.27049516,0.703740666,-0.353451014,0.262163562,NA
Bradi1g52975,0.232724855,0.896775361,0.067331012,0.937809569,0.175154807,0.861140907,0.197950984,0.675544953,NA
Bradi1g52980,-0.105740676,0.95989634,0.273038326,0.446236513,0.089752698,0.910431983,0.641133455,0.005125156,NA
Bradi1g52990,-0.054134547,0.891905322,0.025558036,0.850700481,0.04413533,0.900499345,0.228635497,0.001726679,RING/FYVE/PHD-type zinc finger family protein
Bradi1g53020,-0.336065641,0.819497367,-0.217790463,0.53715346,-0.215016293,0.6655445,0.115856092,0.655260762,guanosine nucleotide diphosphate dissociation inhibitor 1
Bradi1g53027,0.549364064,0.380490459,0.095930756,0.789242721,0.199839787,0.652170915,0.172273303,0.505855138,NA
Bradi1g53040,0.026271707,0.957894712,0.289336606,0.101248063,0.056653672,0.925331996,0.453758065,1.41E-06,NA
Bradi1g53050,-0.304381328,0.86731918,0.440256226,0.218796806,-0.327249197,0.458101062,0.543156988,0.06261748,Acyl-CoA N-acyltransferases (NAT) superfamily protein
Bradi1g53060,-0.081184441,0.872378987,0.112763161,0.5625857,0.119580569,0.633976736,0.187174723,0.227100431,D-isomer specific 2-hydroxyacid dehydrogenase family protein
Bradi1g53070,0.16748537,0.461593611,-0.047724707,0.782239395,0.13160381,0.741726232,-0.168808843,0.170696428,prohibitin 2
Bradi1g53085,-0.170764291,0.88981287,0.128294059,0.754531469,0.150121244,0.72950148,0.19938877,0.37367109,phospholipase D delta
Bradi1g53100,0.07654778,0.95639166,0.210858565,0.620249578,-0.047574858,0.956841721,0.468025464,0.129065515,Thioredoxin superfamily protein
Bradi1g53110,-0.393329078,0.754200447,-0.442012989,0.434858409,0.196790083,0.846122002,0.464698284,0.252511666,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi1g53120,-0.040627931,0.91443671,-0.077176618,0.664332785,0.003497573,0.993451747,0.20898427,0.042513451,"PRLI-interacting factor, putative"
Bradi1g53132,0.087314895,0.967662756,-0.367695361,0.516671757,0.749403188,0.281056182,0.645296383,0.050607883,NA
Bradi1g53140,0.090918951,0.87882733,-0.298578325,0.082263557,-0.153550042,0.674948729,-0.181224086,0.24345966,BTB/POZ domain-containing protein
Bradi1g53150,NA,NA,NA,NA,-0.538180997,0.811358627,-6.6432304,5.64E-06,natural resistance-associated macrophage protein 1
Bradi1g53160,-0.293174112,0.474128738,-0.279104348,0.219352261,0.087860787,0.898229534,0.354247785,0.192947529,NRAMP metal ion transporter 6
Bradi1g53170,-0.219234398,0.841860085,-0.05685407,0.869708168,-0.029511478,0.961530028,0.114323351,0.588850944,NA
Bradi1g53182,0.09992497,0.971411389,0.299241058,0.799617496,-0.406007395,0.773556254,-0.180077993,0.840818974,NA
Bradi1g53190,-0.106507051,0.905248239,-0.079401092,0.710440305,0.005532345,0.991742445,0.367703604,0.026755234,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi1g53200,0.137870382,0.825767889,-0.140343568,0.62541614,0.109297843,0.796753105,-0.090255884,0.717975285,NA
Bradi1g53207,0.006903968,0.991568947,0.60452055,4.66E-06,0.000114829,0.999996171,-0.047539672,0.886828679,cellulose synthase 6
Bradi1g53217,0.044901811,0.915517004,0.111267768,0.432902862,0.095823788,0.651728097,0.037628178,0.771186205,Transducin/WD40 repeat-like superfamily protein
Bradi1g53230,0.143765892,0.506381202,0.015964027,0.937431196,-0.010996661,0.982651402,-0.179641016,0.014544074,ferredoxin 3
Bradi1g53237,NA,NA,NA,NA,1.735972708,0.256368108,-1.009625006,0.130651554,60S acidic ribosomal protein family
Bradi1g53260,0.023466734,0.989649169,0.296721476,0.572958774,-0.558798681,0.371935664,-0.851546389,0.000165176,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Bradi1g53270,0.065340369,0.899852686,0.176704441,0.360319867,0.307437111,0.207206397,0.177673349,0.627994901,NDR1/HIN1-like 2
Bradi1g53282,0.723039519,0.628491337,1.581101765,0.011040958,1.030865927,0.202810733,1.725312937,0.086824556,Ankyrin repeat family protein
Bradi1g53290,0.059521395,0.949805263,-0.127313323,0.676153251,-0.165959613,0.831059987,-0.591283641,0.002858326,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Bradi1g53295,-0.366203748,0.691064691,0.274212225,0.26455952,-0.117993488,0.883620509,0.415003131,0.011460802,NA
